,x,y
0,-0.8348483413850383,0.826145962986935
1,13.774941571311375,3.2846259972648046
2,5.227348779047409,-19.768386723944463
3,-12.562481503715464,-11.01521094592935
4,-16.65668314816106,11.07250649440103
5,13.1816589198144,-13.438728820080113
6,5.772556928533116,6.130882561211416
7,-1.4824051524830268,-7.017725864598883
8,-21.477599414967685,-19.53854077535767
9,-2.9592620308191417,1.508566007575925
10,7.132814365577899,15.70334172647541
11,19.074659622960844,-6.08577910089027
12,0.28698583875647354,-16.168084113038475
13,-11.477096124567899,6.792085304544584
14,1.995272257733601,6.761623174450452
15,-16.46288619215911,15.624482589754294
16,-17.573501671691414,-17.484116467981416
17,7.315324449505932,0.8160575337534899
18,8.830898772427949,1.8315260702819696
19,-2.686592874699986,-19.06404103692824
20,11.525436182617737,-14.118631230100055
21,-3.620026190925475,18.448095660206054
22,-10.001899491540541,-3.93732373292088
23,0.1796195366161642,2.624124097420091
24,7.913324121537411,-18.232277720296718
25,12.301990202993936,11.26447549311201
26,-3.8999485089283494,-9.417119995805384
27,7.159345585257474,18.73264639520464
28,20.252413646212126,2.5310456377281634
29,17.228435964514084,-8.065778058712002
30,-14.629332528992071,18.764105531492543
31,-17.276203177076514,-16.023296885406715
32,-11.45401483296464,11.527468415174512
33,-7.741523272615721,11.506570181393318
34,-13.227623335285879,18.688793104189834
35,2.2139838032179364,6.465093138654671
36,7.790890750843536,-14.334445532612987
37,-10.867523596405173,-5.453623991133345
38,19.802028693049007,-5.195563749590444
39,4.311179607479593,22.00898718547611
40,16.911274239985097,1.1531746880146596
41,9.513428171045694,-12.461374240662384
42,13.421786020603511,-8.712639670744895
43,-8.275547487985024,12.807284192951235
44,-17.416798077925026,-3.431074466198045
45,-9.698952734964006,21.263910016227054
46,-0.8348483413840644,0.82614596298754
