,x,y
0,-0.026133492300158188,1.5464496413553774
1,-22.76911287568697,6.490119496114169
2,-11.64938097839584,8.292018949934123
3,20.386289198858186,3.039872592666954
4,-9.47069870669054,-17.776990262363526
5,18.896222331387108,-7.022420913852584
6,-10.822883974392646,3.523547695057195
7,-19.76843287573793,-3.4781070783020605
8,17.415986584430037,-7.911039482698727
9,-14.355219203453277,6.9632508675348515
10,-11.749525503061193,-11.846863711698585
11,6.64140710064246,-3.2234398515731066
12,3.336826853681917,23.239405619425142
13,18.307923025189694,13.655541592303187
14,-1.294069601898327,-12.147699435906862
15,22.563470492817437,-9.129150533532291
16,-8.718920273579414,-21.805022422522853
17,-12.040398512270952,15.11461286211173
18,22.980479580235322,-5.833916378263749
19,-19.953907739376064,14.70171730884435
20,21.722992320089663,-2.366627863960863
21,-13.598988535578997,-16.321784856467495
22,17.069471398070274,20.657651979305893
23,17.02219496071159,12.759314021213516
24,1.830547097119179,-16.960165863011984
25,-18.025192225855765,-1.420619684328076
26,-5.807280553869712,14.044818146891906
27,20.834231467110207,-9.95630506574439
28,-3.0392755596857524,-10.14527169057608
29,-6.86089048112776,18.660641134305955
30,7.829655707865224,-6.222393816117044
31,-18.54319914292922,-5.7434111014449964
32,-11.33185556275537,-15.506075403555297
33,10.721285682701206,7.6049418573149845
34,-11.33214006908583,-16.97041206239541
35,-21.01367138981186,-1.892424587770566
36,15.875532892885984,-12.600856475001248
37,8.204997488376947,-4.531215656482776
38,-3.1205118637146354,13.280792817982558
39,10.398266524421047,14.085075976572284
40,15.786406427050746,12.469048236150257
41,-17.2278535404894,14.069089756796767
42,-5.58228529528966,5.249785815763046
43,11.838434351563395,-3.8772913786971515
44,-6.797019190048976,-14.35830381470527
45,17.42729694004808,2.569853552708434
46,-11.09974120913604,-6.739499654359477
47,-3.9392467802495283,-7.209098657793254
48,-6.458672861074303,-3.0087051074002344
49,-14.386574857748522,-7.796564987587402
50,-14.950034012193619,4.996919076272491
51,9.668756811582636,-6.147819408037811
52,-0.21354879816512481,20.40732394366872
53,6.571831757045904,-17.271191224381024
54,-17.176844431061976,1.9838294570053754
55,9.233884595073489,-12.302825999892457
56,-12.783529987973273,-10.087087558615472
57,0.15277307734870085,10.853792445355426
58,3.6228557303094684,17.68308237306841
59,-16.272237070769954,6.89373363344565
60,19.392847160562958,8.339621543111154
61,9.810757867709157,-16.676276427494653
62,13.257892075044575,12.078524896366526
63,15.49945726246682,15.611646778756137
64,-0.16128440990107298,-14.492024793322978
65,4.6415182420759145,-9.746722546419504
66,-0.40662798123974236,4.226482844700077
67,0.2639214871092559,-21.919431552943276
68,1.4427943690100606,8.188679131883086
69,-2.3993672692886534,19.01462772801303
70,-3.014451082521312,5.18234022272576
71,-15.794674028798637,-2.136433794314261
72,-6.048137553771989,-10.384115978275117
73,9.380744112685543,15.941003445730036
74,-0.02613349230015828,1.5464496413553757
